기준_년분기_코드,업종,상권_코드,남성_매출_건수,여성_매출_건수
20234,요식업,강서구,10251393,8416270
20234,요식업,관악구,12220352,9754800
20234,요식업,광진구,8731713,7383478
20234,요식업,구로구,6919511,5581856
20234,요식업,금천구,4579488,3573904
20234,요식업,노원구,5728914,4918451
20234,요식업,도봉구,4236602,3716682
20234,요식업,동대문구,9182393,7624695
20234,요식업,동작구,7951263,7643988
20234,요식업,마포구,10988638,12649054
20234,요식업,서대문구,6911214,7517523
20234,요식업,서초구,6399110,5771752
20234,요식업,성동구,6304050,5376818
20234,요식업,성북구,9503606,10127810
20234,요식업,송파구,9448760,7796908
20234,요식업,양천구,5594060,4446049
20234,요식업,영등포구,9461203,7351714
20234,요식업,용산구,8293992,8221166
20234,요식업,은평구,7670944,7421144
20234,요식업,종로구,5906195,7007508
20234,요식업,중구,4457174,4251065
20234,요식업,중랑구,8949557,7121660
20234,서비스업,강남구,2661284,2744171
20234,서비스업,강동구,3973216,3377117
20234,서비스업,강북구,3493516,3011296
20234,서비스업,강서구,5388696,4648681
20234,서비스업,관악구,7061353,5359000
20234,서비스업,광진구,4370794,3673539
20234,서비스업,구로구,4030715,3502095
20234,서비스업,금천구,3133318,2802914
20234,서비스업,노원구,2419463,2153725
20234,서비스업,도봉구,2384198,2443000
20234,서비스업,동대문구,3049645,2539530
20234,서비스업,동작구,3887471,3663443
20234,서비스업,마포구,2910212,3352715
20234,서비스업,서대문구,3275428,2755320
20234,서비스업,서초구,1724421,1833317
20234,서비스업,성동구,3856916,2178187
20234,서비스업,성북구,4234357,4829736
20234,서비스업,송파구,4240567,3894326
20234,서비스업,양천구,3054242,2840485
20234,서비스업,영등포구,3372556,3020901
20234,서비스업,용산구,1276561,1461206
20234,서비스업,은평구,4116557,3877355
20234,서비스업,종로구,942563,860688
20234,서비스업,중구,1015010,978424
20234,서비스업,중랑구,5211443,4558462
20234,판매업,강남구,23689130,19734284
20234,판매업,강동구,18091426,15739529
20234,판매업,강북구,16397639,14350168
20234,판매업,강서구,23222641,21015350
20234,판매업,관악구,23657419,20158954
20234,판매업,광진구,20143138,17270997
20234,판매업,구로구,17754722,15074490
20234,판매업,금천구,16020968,14422499
20234,판매업,노원구,8818033,7778071
20234,판매업,도봉구,10265137,9430161
20234,판매업,동대문구,27341451,24925681
20234,판매업,동작구,15167072,14982570
20234,판매업,마포구,18323801,19365431
20234,판매업,서대문구,12794640,13608200
20234,판매업,서초구,9248696,8166541
20234,판매업,성동구,19219809,21288572
20234,판매업,성북구,16122969,15660135
20234,판매업,송파구,17165253,14476795
20234,판매업,양천구,12101384,10553900
20234,판매업,영등포구,25359980,23574843
20234,판매업,용산구,13127517,11050461
20234,판매업,은평구,17553611,16061451
20234,판매업,종로구,9308005,8208348
20234,판매업,중구,7144773,6396125
20234,판매업,중랑구,20211777,19037004
